outcome,tract,metric,node,t,p,hemisphere,N,covariates,extent_threshold,cluster_p,passed
memory_bias,r_example_tract,NDI,86,0.0907,0.92826,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,87,0.1577,0.8756,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,88,0.4385,0.66366,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,89,0.2763,0.78387,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,90,0.1055,0.9166,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,91,0.152,0.88002,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,92,0.2495,0.80441,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,93,0.2307,0.81882,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,94,0.3511,0.72758,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,95,-0.0539,0.95735,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,96,-0.0849,0.93283,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,97,-0.101,0.92011,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,98,0.078,0.93823,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,99,0.2224,0.82528,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,l_example_tract,FA,0,-0.5273,0.60123,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,1,-0.1628,0.87161,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,2,-0.3421,0.73427,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,3,-0.2507,0.80347,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,4,-0.5041,0.61724,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,5,-0.6254,0.53567,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,6,-0.4607,0.64778,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,7,-0.2319,0.81793,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,8,-0.0395,0.96867,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,9,-0.0961,0.92399,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,10,0.1168,0.9077,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,11,-0.3753,0.70961,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,12,0.0845,0.9331,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,13,-0.2441,0.80857,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,14,-0.0868,0.93127,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,15,0.2849,0.77739,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,16,0.1138,0.91006,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,17,-0.1703,0.8657,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,18,0.0124,0.99021,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,19,0.1591,0.87451,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,20,0.071,0.94375,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,21,-0.0027,0.99782,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,22,-0.3393,0.73635,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,23,-0.2186,0.82818,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,24,-0.2719,0.78726,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,25,-0.5522,0.58423,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,26,-0.7987,0.42971,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,27,-0.1304,0.897,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,28,-0.5245,0.60318,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,29,-0.4856,0.63022,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,30,-0.7964,0.43101,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,31,-0.6898,0.49473,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,32,-0.3687,0.71454,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,33,-0.2747,0.78515,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,34,-0.023,0.9818,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,35,-0.0376,0.97021,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,36,-0.007,0.99443,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,37,0.0776,0.93861,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,38,0.2844,0.77771,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,39,0.4358,0.66559,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,40,0.1919,0.84892,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,41,0.3156,0.75414,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,42,0.0019,0.99849,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,43,0.1127,0.9109,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,44,-0.1558,0.87705,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,45,-0.3335,0.74067,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,46,-0.1872,0.85257,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,47,-0.2738,0.78577,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,48,-0.2894,0.77397,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,49,-0.4027,0.68958,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,50,-0.5535,0.58331,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,51,-0.2565,0.79901,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,52,-0.2824,0.77926,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,53,-0.0388,0.96923,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,54,0.022,0.98256,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,55,0.1721,0.86433,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,56,-0.2136,0.83204,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,57,0.0596,0.95278,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,58,-0.0354,0.97198,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,59,-0.1174,0.9072,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,60,-0.3933,0.69644,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,61,-0.4982,0.62137,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,62,-0.1285,0.8985,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,63,-0.3888,0.69972,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,64,-0.6559,0.51607,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,65,-0.7435,0.46199,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,66,-0.5047,0.61687,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,67,-0.5561,0.58158,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,68,-0.4751,0.63756,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,69,-0.2525,0.80206,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,70,-0.3376,0.73762,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,71,-0.1492,0.88221,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,72,-0.2617,0.79508,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,73,-0.211,0.83406,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,74,-0.0987,0.92191,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,75,-0.0756,0.94018,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,76,-0.126,0.90039,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,77,-0.5169,0.60838,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,78,-0.5379,0.59396,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,79,-0.3915,0.69776,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,80,-0.1196,0.90547,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,81,-0.0559,0.95573,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,82,0.1448,0.88566,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,83,0.3364,0.73854,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,84,-0.116,0.90829,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,85,0.0153,0.98791,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,86,0.0517,0.95905,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,87,0.3414,0.73479,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,88,0.3407,0.73534,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,89,0.1533,0.87899,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,90,0.2799,0.78118,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,91,0.33,0.7433,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,92,0.1933,0.84779,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,93,0.0829,0.93442,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,94,-0.2855,0.77687,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,95,-0.0905,0.92839,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,96,-0.2288,0.82033,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,97,0.096,0.92403,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,98,0.0025,0.99801,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,FA,99,-0.0607,0.95192,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,0,-0.0607,0.9519,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,1,0.0233,0.9815,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,2,-0.3772,0.7082,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,3,-0.6014,0.55137,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,4,0.0272,0.97849,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,5,0.1556,0.87724,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,6,-0.0531,0.95796,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,7,-0.1727,0.86383,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,8,-0.0506,0.95989,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,9,-0.2203,0.82686,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,10,-0.3143,0.75511,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,11,-0.1588,0.87469,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,12,0.0581,0.95398,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,13,-0.0292,0.97687,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,14,-0.0216,0.98285,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,15,0.0338,0.97324,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,16,0.0767,0.93932,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,17,0.2353,0.81531,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,18,0.2204,0.82682,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,19,0.1475,0.88353,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,20,0.2456,0.80736,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,21,0.1689,0.8668,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,22,0.2392,0.81232,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,23,0.2417,0.81041,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,24,0.1885,0.85158,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,25,0.0538,0.95743,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,26,0.3345,0.73997,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,27,0.4251,0.6733,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,28,0.1747,0.86226,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,29,0.2108,0.83422,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,30,0.1546,0.87799,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,31,0.1895,0.85074,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,32,-0.2179,0.82872,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,33,-0.2147,0.8312,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,34,-0.0748,0.94077,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,35,-0.2016,0.84138,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,36,-0.3858,0.70195,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,37,-0.2166,0.82971,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,38,-0.1782,0.85959,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,39,-0.2483,0.80532,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,40,-0.4393,0.66304,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,41,-0.2302,0.81923,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,42,-0.3946,0.69545,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,43,-0.0218,0.98269,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,44,-0.3855,0.70211,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,45,-0.3428,0.73378,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,46,0.0864,0.9316,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,47,-0.4196,0.67729,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,48,-0.1836,0.85539,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,49,-0.0921,0.92713,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,50,-0.4104,0.68392,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,51,-0.0412,0.96736,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,52,-0.4366,0.665,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,53,-0.3033,0.76339,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,54,-0.3809,0.70551,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,55,-0.4006,0.6911,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,56,-0.2242,0.82387,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,57,-0.5904,0.55863,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,58,-0.4388,0.66343,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,59,-0.055,0.95642,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,60,-0.0113,0.99101,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,61,0.2259,0.82258,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,62,0.3368,0.73822,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,63,-0.0418,0.96692,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,64,-0.3176,0.75264,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,65,0.4379,0.6641,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,66,-0.0444,0.96485,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,67,0.2375,0.81362,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,68,-0.0903,0.92851,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,69,-0.2388,0.81265,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,70,0.0777,0.93846,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,71,0.0482,0.96184,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,72,-0.306,0.76134,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,73,-0.578,0.56684,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,74,-0.2031,0.84018,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,75,0.1571,0.87605,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,76,-0.4608,0.64771,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,77,-0.0772,0.93886,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,78,-0.136,0.89261,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,79,-0.3851,0.7024,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,80,0.0443,0.96488,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,81,0.0822,0.93496,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,82,0.0107,0.99155,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,83,0.3882,0.70018,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,84,0.265,0.79253,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,85,0.5638,0.57638,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,86,0.6974,0.49002,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,87,0.4496,0.65566,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,88,0.4533,0.65302,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,89,0.2999,0.76601,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,r_example_tract,FA,90,0.5846,0.56244,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
